creative,uid,length,music0_mturk,music1_mturk,music2_mturk,music3_mturk,music4_mturk,music1_pred,music2_pred,music3_pred,music4_pred
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,30,0,0,1,0,0,0,1,0,0
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,30,0,0,1,0,0,1,1,0,1
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,30,0,1,1,1,1,1,1,0,1
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,30,0,0,1,0,0,1,1,0,1
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,30,0,0,1,0,0,1,1,0,1
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,30,0,0,1,0,0,1,1,0,1
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,30,0,0,1,0,0,0,1,0,0
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,30,0,0,1,0,0,0,1,0,0
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,30,0,0,1,0,0,0,1,0,0
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,30,0,0,1,0,0,0,1,0,0
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,30,0,0,1,0,0,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,15,0,0,1,0,0,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,15,0,0,1,0,0,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,15,0,0,1,0,0,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,15,0,1,0,0,1,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,15,0,0,1,0,0,1,1,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,30,0,0,1,0,0,0,1,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,30,0,0,1,0,0,0,1,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,30,0,0,1,0,0,0,1,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,30,0,0,1,0,0,0,1,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,30,0,0,1,0,0,0,1,0,1
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,30,0,0,1,0,0,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,30,0,0,1,0,0,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,30,0,0,1,0,0,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,30,0,0,0,1,1,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,30,0,0,1,0,0,0,1,0,0
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,30,0,0,0,1,1,1,1,0,1
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,30,0,0,1,0,0,1,1,0,1
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,30,0,1,1,0,1,1,1,0,1
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,30,0,1,1,0,1,1,1,0,1
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,30,0,0,1,0,0,1,1,0,1
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,30,0,0,1,0,0,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,30,0,0,1,0,0,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,30,0,0,1,0,0,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,30,0,0,1,0,0,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,30,0,0,1,0,0,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,30,0,0,1,0,0,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,30,0,0,1,0,0,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,30,0,0,1,0,0,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,30,0,0,1,0,0,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,30,0,0,1,0,0,0,1,0,0
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,30,0,0,1,0,0,0,1,1,0
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,30,0,0,0,1,1,0,1,1,0
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,30,0,0,0,1,1,0,1,1,0
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,30,0,0,0,1,1,0,1,1,0
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,30,0,0,0,1,1,0,1,1,0
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,30,0,0,1,0,0,0,1,0,1
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,30,0,1,1,0,1,0,1,0,1
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,30,0,1,1,0,1,0,1,0,1
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,30,0,1,1,0,1,0,1,0,1
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,30,0,1,0,0,1,0,1,0,1
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,30,0,0,1,0,0,0,1,0,0
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,30,0,0,1,0,0,0,1,0,0
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,30,0,0,1,0,0,0,1,0,0
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,30,0,0,1,0,0,0,1,0,0
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,30,0,0,1,0,0,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,30,0,1,1,0,1,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,30,0,1,1,0,1,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,30,0,1,1,0,1,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,30,0,1,1,0,1,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,30,0,1,1,0,1,0,1,0,0
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,30,0,1,0,0,1,0,1,0,1
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,30,0,1,0,0,1,0,1,0,1
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,30,0,0,0,1,1,0,1,0,1
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,30,0,0,1,0,0,0,1,0,1
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,30,0,1,0,0,1,0,1,0,1
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,30,0,0,1,0,0,0,1,0,0
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,30,0,0,1,0,0,0,1,0,0
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,30,0,0,1,0,0,0,1,0,0
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,30,0,0,1,0,0,0,1,0,0
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,30,0,0,1,0,0,0,1,0,0
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,30,0,1,0,0,1,1,1,0,1
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,30,0,0,1,0,0,1,1,0,1
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,30,0,1,0,0,1,1,1,0,1
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,30,0,1,0,0,1,1,1,0,1
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,30,0,0,0,1,1,1,1,0,1
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,30,0,1,0,0,1,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,30,0,1,0,0,1,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,30,0,0,0,1,1,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,30,0,1,1,0,1,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,30,0,1,0,0,1,0,1,0,0
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,30,0,0,1,0,0,0,1,0,0
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,30,0,0,1,0,0,0,1,0,0
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,30,0,0,1,0,0,0,1,0,0
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,30,0,0,0,1,1,0,1,0,0
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,30,0,0,1,0,0,0,1,0,0
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,30,0,1,0,0,1,0,0,0,1
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,30,0,1,0,0,1,0,0,0,1
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,30,0,1,0,0,1,0,0,0,1
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,30,0,1,0,0,1,0,0,0,1
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,30,0,1,0,0,1,0,0,0,1
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,30,0,1,1,0,1,0,1,1,1
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,30,0,1,1,0,1,0,1,1,1
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,30,0,1,1,0,1,0,1,1,1
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,30,0,0,1,0,0,0,1,1,1
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,30,0,1,1,0,1,0,1,1,1
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,30,0,1,0,0,1,1,1,0,1
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,30,0,0,0,1,1,1,1,0,1
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,30,0,1,0,1,1,1,1,0,1
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,30,0,0,0,1,1,1,1,0,1
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,30,0,0,0,1,1,1,1,0,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,30,0,1,0,0,1,1,0,0,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,30,0,1,0,0,1,1,0,0,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,30,0,0,1,0,0,1,0,0,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,30,0,1,0,0,1,1,0,0,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,30,0,1,0,0,1,1,0,0,1
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,30,0,0,1,0,0,0,1,0,0
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,30,0,0,1,0,0,0,1,0,0
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,30,0,0,1,0,0,0,1,0,0
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,30,0,0,1,0,0,0,1,0,0
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,30,0,1,0,0,1,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,30,0,0,1,0,0,0,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,30,0,0,1,0,0,1,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,30,0,0,1,0,0,1,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,30,0,0,1,0,0,1,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,30,0,0,1,0,0,1,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,30,0,0,1,0,0,1,1,0,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,30,0,0,0,1,1,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,30,0,1,0,0,1,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,30,0,0,1,1,1,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,30,0,0,1,0,0,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,30,0,0,1,0,0,0,1,1,0
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,30,0,0,1,0,0,0,1,1,1
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,30,0,0,1,0,0,0,1,1,1
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,30,0,0,1,0,0,0,1,1,1
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,30,0,0,1,0,0,0,1,1,1
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,30,0,0,1,0,0,0,1,1,1
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,30,0,1,0,1,1,0,1,0,0
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,30,0,1,0,0,1,0,1,0,0
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,30,0,1,0,0,1,0,1,0,0
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,30,0,1,0,0,1,0,1,0,0
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,30,0,1,0,0,1,0,1,0,0
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,30,0,1,0,0,1,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,30,0,1,1,0,1,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,30,0,1,1,0,1,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,30,0,1,1,0,1,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,30,0,1,1,0,1,1,1,0,1
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,30,0,0,1,0,0,1,1,0,0
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,30,0,0,1,0,0,1,1,0,0
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,30,0,0,1,0,0,1,1,0,0
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,30,0,0,1,0,0,1,1,0,0
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,30,0,0,1,0,0,1,1,0,0
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,30,0,0,0,1,1,0,1,1,1
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,30,0,1,0,0,1,0,1,1,1
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,30,0,1,0,0,1,0,1,1,1
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,30,0,1,0,0,1,0,1,1,1
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,30,0,1,0,1,1,0,1,1,1
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,30,0,0,1,0,0,0,1,1,0
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,30,0,0,0,1,1,0,1,1,0
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,30,0,0,1,0,0,0,1,1,0
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,30,0,0,1,0,0,0,1,1,0
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,30,0,0,1,0,0,0,1,1,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,30,0,1,1,1,1,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,30,0,0,1,0,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,30,0,0,1,0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,30,0,0,1,0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,30,0,0,1,0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,30,0,0,1,0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,30,0,0,1,0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,30,0,0,1,0,0,0,1,0,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,30,0,0,1,0,0,0,1,0,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,30,0,1,0,0,1,0,1,0,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,30,0,1,1,0,1,0,1,0,0
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,30,0,0,1,0,0,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,30,0,0,1,0,0,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,30,0,0,1,0,0,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,30,0,1,0,0,1,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,30,0,0,1,0,0,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,30,1,0,0,0,0,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,30,0,0,1,0,0,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,30,0,0,1,0,0,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,30,0,0,1,0,0,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,30,0,0,0,1,1,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,30,0,0,1,0,0,0,1,0,0
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,30,0,1,0,0,1,1,1,0,1
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,30,0,1,0,0,1,1,1,0,1
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,30,0,1,0,0,1,1,1,0,1
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,30,0,1,0,0,1,1,1,0,1
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,30,0,1,0,0,1,1,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,30,0,1,1,0,1,0,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,30,0,1,0,0,1,0,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,30,0,1,1,0,1,0,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,30,0,1,1,0,1,0,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,30,0,1,0,0,1,0,1,0,1
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,30,0,1,0,0,1,1,0,1,1
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,30,0,1,0,1,1,1,0,1,1
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,30,0,1,0,0,1,1,0,1,1
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,30,0,1,0,0,1,1,0,1,1
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,30,0,0,0,1,1,1,0,1,1
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,30,0,0,1,0,0,1,1,0,0
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,30,0,0,0,1,1,1,1,0,0
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,30,0,0,0,1,1,1,1,0,0
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,30,0,1,0,0,1,1,1,0,0
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,30,0,1,0,0,1,1,1,0,0
PRES/OBAMA BLATANT,sWTPRrMW6Dk,30,0,1,0,0,1,0,1,0,1
