"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"GOV/IL QUINN SOMEHOW ABLE","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN THE SOUTHERN ILLINOISAN 15","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN TIME IT TAKES","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN TIMES OF CHALLENGE","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN TIMES OF CHALLENGE 60","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN TWO CANDIDATES","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN TWO CANDIDATES SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN VERY FIRST TIME","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN WHAT WE NEED SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL QUINN YOU KNOW ME","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,1,0
"GOV/IL RAUNER 100 YEARS","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER 2ND HIGHEST","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER 5 YEARS OF PAT QUINN SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER BIG TROUBLE","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER CULLERTON","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER DIANA BRUCE DECIDED","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER DIANA BRUCE DECIDED REV","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER DIANA LIFELONG DEMOCRAT","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER DISAGREE","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER ED HANLON","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV 2","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR ILLINOIS PAPER REV 3","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR PAPER","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR PAPER REV 2","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR PAPER REV 3","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER EVERY MAJOR PAPER REV 4","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER FALSELY ATTACKING","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER FALSELY ATTACKING SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER HALF MILLION","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER HURTING","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER IMPROVE SCHOOLS SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER JOBS GOVERNOR","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER JOBS GOVERNOR 15","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER MADIGAN","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER MEJOR SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER MIKE DITKA","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER NONPARTISAN VOICES","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER PASTOR COREY BROOKS 15","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER PROMISING","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER QUINN AIDE","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER QUINN AND THE CAREER POLITICIANS","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER RAISED TAXES","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER RON WILSON 15","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER TOGETHER SP","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER VAN","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER VIOLENT CRIMINALS","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER WE KNEW","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/IL RAUNER WHEN YOU HEAR","gov2014","Rauner, Bruce","Quinn, Pat","",0,1,0,"R",NA,0,1
"GOV/KS BROWNBACK CARR BROTHERS","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK FACTS ARE CLEAR","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK GROWING AGAIN","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK RAISED","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK SINCE 2011","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK STARTED","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK THE FACTS","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
"GOV/KS BROWNBACK WELFARE TO WORK","gov2014","Brownback, Sam","Davis, Paul","",1,0,0,"R",NA,1,1
