"creative","uid"
"USSEN/MD CARDIN HEAVY LIFTING","TE8sPAyegFo"
"USSEN/MD CARDIN LUCKY","Uw0Tef_HgsM"
"USSEN/MD SOBHANI BACK ON TRACK","NoChannel"
"USSEN/MD SOBHANI BROKEN POLITICS","NoChannel"
"USSEN/MD SOBHANI COMMUNITY ENDORSEMENTS","NoChannel"
"USSEN/MD SOBHANI DO MORE","NoChannel"
"USSEN/MD SOBHANI LARRY LORSCHBAUGH","NoChannel"
"USSEN/MD SOBHANI OUT OF IDEAS","NoChannel"
"USSEN/MD SOBHANI SOMETHING NEW","NoChannel"
"USSEN/MD SOBHANI TIME FOR ACTION","NoChannel"
"USSEN/ME KING GODZILLA","pTyD7k8ZS7o"
"USSEN/ME KING KNOW THE TRUTH","UMYIXQglB3I"
"USSEN/ME KING NEW INDEPENDENT DIRECTION","FuJ6kz_OvpU"
"USSEN/ME KING NOTHING GETS DONE","NoMatch"
"USSEN/ME KING SAM WATERSTON","NoMatch"
"USSEN/ME KING STAKES ARE HUGE","iJcGyS7sJDk"
"USSEN/ME KING THERE THEY GO AGAIN","fZgmydmDduk"
"USSEN/ME KING THINKS INDEPENDENTLY","-mSr7xr30-k"
"USSEN/ME KING UNIQUE LIFE","c-JCOuhNpBc"
"USSEN/ME NRSC&SUMMERS LIVED IT","wLnHnYUdtdk"
"USSEN/ME NRSC&SUMMERS WORST THING WE COULD DO","e4qqNaZKP3E"
"USSEN/ME SUMMERS BUDGET SHORTFALL","lahBNPT4IPM"
"USSEN/ME SUMMERS MEET CHARLIE","CJm-Q4EfMbI"
"USSEN/ME SUMMERS SOCIAL SECURITY AND MEDICARE","6UkPs1n66qM"
"USSEN/MI HOEKSTRA MEDICARE CUTS","NoChannel"
"USSEN/MI HOEKSTRA SERIOUS TROUBLE","NoChannel"
"USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS","dcNDu2bBsHU"
"USSEN/MI STABENOW CUT MEDICARE","LxA4wd2b1Do"
"USSEN/MI STABENOW DISHONEST AND RIDICULOUS","BgPs8bPW9KI"
"USSEN/MI STABENOW FARM BILL","Or3WQRW4Kq4"
"USSEN/MI STABENOW FARMERS","9vTp_G9lJLI"
"USSEN/MI STABENOW NEW ENERGY ECONOMY","NoMatch"
"USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS","SIHByr5aS3Q"
"USSEN/MI STABENOW ROGERS FOAM","x4cXoodCFvY"
"USSEN/MN BILLS CASH AND COVER UP","NoMatch"
"USSEN/MN KLOBUCHAR BETSY SATHERS","G65k72N9Z4I"
"USSEN/MN KLOBUCHAR CHAMPION","FHdhSYf_IwM"
"USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING","2b63Mqi99uk"
"USSEN/MN KLOBUCHAR MY MOM","wpUY6gwDHMM"
"USSEN/MN KLOBUCHAR PAUL WALSER","NELmhoBwO-4"
"USSEN/MN KLOBUCHAR VETERANS BENEFITS","L66I6mQXkRQ"
"USSEN/MO AKIN 6 YEAR RECORD","7KEyweLBzrs"
"USSEN/MO AKIN BROKE OUR TRUST","WxAFTbwqVW8"
"USSEN/MO AKIN CORRUPT CLAIRE","lWi178102lo"
"USSEN/MO AKIN GETTING RICH OFF US","NYG8pXyT1n8"
"USSEN/MO AKIN HUCKABEE ENDORSEMENT 3","oqTepM3We_U"
"USSEN/MO AKIN I APOLOGIZE","R57E3S8RO7A"
"USSEN/MO AKIN MISLEADING DECEPTIVE FALSE","OPtwl08gCME"
"USSEN/MO AKIN SELLING US OUT","ESAZbG4V8Co"
"USSEN/MO AKIN STRONGER FAMILIES","9LD24QJaDuU"
"USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS","XlpIuI0vDbA"
"USSEN/MO MCCASKILL COMMON SENSE WAY","MrhfG0BT2KU"
"USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION","PcpvqEtn-qU"
"USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2","ySuGj2vA8_E"
"USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3","sxLuYfylgN4"
"USSEN/MO MCCASKILL FAMILY AND MO FIRST","Q63ih_EuTic"
"USSEN/MO MCCASKILL NOT FROM AROUND HERE","1AM4OjHVuKo"
"USSEN/MO MCCASKILL NUMBER 50","jrqAIuC4Yr0"
"USSEN/MO MCCASKILL RESPECT HONOR RESPONSIBILITY","NoMatch"
"USSEN/MO MCCASKILL SCARY","Ag0iHDkXNrg"
"USSEN/MO MCCASKILL SHARED VALUES","1Ml6kP3TIzg"
"USSEN/MO MCCASKILL SHARED VALUES REV","PIH_Xzvm24k"
"USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE","b5uiezh0dqE"
"USSEN/MO MCCASKILL STUDENT LOANS","a1BTJ11-o2k"
"USSEN/MO MCCASKILL THAT'S TODD AKIN 60","NoMatch"
"USSEN/MO MCCASKILL TIMELINE","uT3wcMsb8GA"
"USSEN/MO MCCASKILL TOTALLY UNACCEPTABLE","NoMatch"
"USSEN/MO MCCASKILL TRUE COLORS","VmaEDYPLS2s"
"USSEN/MO MCCASKILL VETERANS AFFAIRS","pJ5mY7Y0nbI"
"USSEN/MS WICKER NATIONAL DEBT","NoChannel"
"USSEN/MT NRSC&REHBERG ENGINES OF ECONOMIC GROWTH","9uAUFSEs6YI"
"USSEN/MT REHBERG BALONEY 3","14J2g_lgmQo"
"USSEN/MT REHBERG BALONEY 4","aJXnistC8rk"
"USSEN/MT REHBERG COAL REGULATIONS","tAjFNueAS7k"
"USSEN/MT REHBERG FALSE ATTACKS","NoMatch"
"USSEN/MT REHBERG GIVE IT THEIR ALL","vSnhMy4cMD4"
"USSEN/MT REHBERG JAN","NoMatch"
"USSEN/MT REHBERG JUST DOESN'T GET IT","2DRmzn6mnTM"
"USSEN/MT REHBERG LINDA & MARSHA FREY","y5L7-nAVWYQ"
"USSEN/MT REHBERG NIGHT AND DAY","eG2HgLugl00"
"USSEN/MT REHBERG NOT TRUE","Qa3Vkx7mXzY"
"USSEN/MT REHBERG ROMNEY ENDORSEMENT","oVSv6lD227Y"
"USSEN/MT REHBERG SUPPORTS FIREFIGHTERS","NoMatch"
"USSEN/MT REHBERG TALK IS CHEAP","WDC11geqCZA"
"USSEN/MT REHBERG TIME FOR YOU TO GO","NoMatch"
"USSEN/MT REHBERG TRADED OUR VALUES","CErRmd6VqRI"
"USSEN/MT REHBERG VOTES WITH US","zbfgVu3POOw"
"USSEN/MT TESTER BROKEN PROMISES","NoMatch"
"USSEN/MT TESTER BUSINESS AS USUAL","NoMatch"
"USSEN/MT TESTER CITIZENS UNITED","NoMatch"
"USSEN/MT TESTER CORPORATE SUPER PACS","NoMatch"
"USSEN/MT TESTER DEATH TAX","NoMatch"
"USSEN/MT TESTER EDUCATION CUTS","NoMatch"
"USSEN/MT TESTER ENDING SOCIAL SECURITY 2","NoMatch"
"USSEN/MT TESTER EVERYWHERE I GO","NoMatch"
"USSEN/MT TESTER FIREFIGHTERS","NoMatch"
"USSEN/MT TESTER GOT IT ALL WRONG","NoMatch"
"USSEN/MT TESTER LIFE OF DIGNITY","NoMatch"
"USSEN/MT TESTER LOGGING JOBS","NoMatch"
"USSEN/MT TESTER TOUR OF MONTANA","NoMatch"
"USSEN/MT TESTER VETERAN HEALTHCARE 2","NoMatch"
"USSEN/ND BERG COMPETING VISIONS","NoChannel"
"USSEN/ND BERG DIFFERENCES MATTER","NoChannel"
"USSEN/ND BERG DON'T HOLD WATER","NoChannel"
"USSEN/ND BERG FAILED POLICIES","NoChannel"
"USSEN/ND BERG HOEVEN ENDORSEMENT 2","NoChannel"
"USSEN/ND BERG IPAB","NoChannel"
"USSEN/ND BERG LIE OF THE YEAR","NoChannel"
"USSEN/ND BERG NOT INDEPENDENT","NoChannel"
"USSEN/ND BERG OUR AMERICAN DREAM 60","NoChannel"
"USSEN/ND BERG PURPLE HEART","NoChannel"
"USSEN/ND BERG REMEMBER THIS","NoChannel"
"USSEN/ND BERG RIGHT OR WRONG","NoChannel"
"USSEN/ND BERG THE COUNCIL FOR A LIVABLE WORLD","NoChannel"
"USSEN/ND BERG THE DIFFERENCE ON MEDICARE","NoChannel"
"USSEN/ND BERG THERE SHE GOES AGAIN","NoChannel"
"USSEN/ND BERG WOMEN'S SHELTER 60","NoChannel"
"USSEN/ND HEITKAMP BATTING CAGE","gVr9cirHglk"
"USSEN/ND HEITKAMP COLLEGE AID","yJrO2_zN390"
"USSEN/ND HEITKAMP HEROES HEALTH CARD","QtGhZJYoZzU"
"USSEN/ND HEITKAMP OIL REFINERY","8HNoavveI8o"
"USSEN/ND HEITKAMP ONLY ANSWER TO YOU","6hZH5G1e26Y"
"USSEN/ND HEITKAMP PAY OUR OWN WAY","z9ToeIhKgXc"
"USSEN/ND HEITKAMP STOP THE SMEAR CAMPAIGN","NoMatch"
"USSEN/ND HEITKAMP STOP THE SMEAR CAMPAIGN 2","NoMatch"
"USSEN/ND HEITKAMP STRENGTHEN MEDICARE","BV0S9VN7cT0"
"USSEN/ND HEITKAMP VOTE FOR THE PERSON","pk2BrRdDUdI"
"USSEN/NE FISCHER ATTACKS ON MY FAMILY","NoChannel"
"USSEN/NE FISCHER GOVERNING RESPONSIBLY","NoChannel"
"USSEN/NE FISCHER GROSSLY EXAGGERATED","NoChannel"
"USSEN/NE FISCHER HEINEMAN ENDORSEMENT","NoChannel"
"USSEN/NE FISCHER HIGH TAX AGENDA","NoChannel"
"USSEN/NE FISCHER MIKE JOHANNS","NoChannel"
"USSEN/NE FISCHER NEW YORK-STYLE NEGATIVE CAMPAIGN","NoChannel"
"USSEN/NE FISCHER PARTY LINE","NoChannel"
"USSEN/NE FISCHER PARTY LINE 2","NoChannel"
"USSEN/NE FISCHER PERSONAL ATTACKS","NoChannel"
"USSEN/NE FISCHER REACH FOR THE STARS","NoChannel"
"USSEN/NE FISCHER SUPPORT OBAMA'S AGENDA","NoChannel"
"USSEN/NE KERREY A CHOICE","pb7TUVyU5V0"
"USSEN/NE KERREY BORN AND BRED","wdXgLwudgeQ"
"USSEN/NE KERREY BOTH WRONG","tiBfCiam1qI"
"USSEN/NE KERREY CHUCK HAGEL ENDORSEMENT","-4S2roTsLkw"
"USSEN/NE KERREY KIMES RANCH","NoMatch"
"USSEN/NE KERREY KIMES RANCH 2","rTKFlcubJCo"
"USSEN/NE KERREY KIMES RANCH 60","it_Bfj0oKtQ"
"USSEN/NE KERREY NO SUBSTITUTE","3t2XbavAmSo"
"USSEN/NE KERREY RELENTLESS DETERMINATION","NDLbQDFbQrE"
"USSEN/NE KERREY WASHINGTON IS A MESS","PM2E78gtD9k"
"USSEN/NE NERP&FISCHER SUPPORT OBAMA'S AGENDA","NoChannel"
"USSEN/NJ KYRILLOS ECONOMIC STRATEGY 15","NoMatch"
"USSEN/NJ MENENDEZ ALL ABOUT FAMILY","5NpDhOINxuo"
"USSEN/NJ MENENDEZ EDUCATION SPENDING","ODk2fE8TTeU"
"USSEN/NJ MENENDEZ MIDDLE CLASS UNDER ATTACK","OfjfJSjkWIY"
"USSEN/NJ MENENDEZ REBUILD THE MIDDLE CLASS","G29LU2TN0SU"
"USSEN/NJ MENENDEZ THIS IS WHO I AM","BM9WeKIPhZo"
"USSEN/NM HEINRICH 14 YEARS AGO","tH2uY5dhrd4"
"USSEN/NM HEINRICH A LONG TIME","U6FBcByIc5o"
"USSEN/NM HEINRICH DIRECTION","5d5d4YsBTM4"
"USSEN/NM HEINRICH HERE THEY COME","ujtQKUURbrI"
"USSEN/NM HEINRICH KNOWS WHAT'S IMPORTANT","hIWa6NgStso"
"USSEN/NM HEINRICH LIVING WITH DIGNITY","mcLPWrOCVrM"
"USSEN/NM HEINRICH MILITARY FAMILIES","O9-3M1Lwzfs"
"USSEN/NM HEINRICH PRIORITIES","fka_UisLg0I"
"USSEN/NM HEINRICH STRUGGLING TO GET BY","8NIJ1LRCvsU"
"USSEN/NM HEINRICH TO DO LIST","Yjd-0191xs4"
"USSEN/NM HEINRICH TOP 5 WAYS","x4JCQjMS2s8"
"USSEN/NM HEINRICH VALUES & PRIORITIES","8o0oDEMmI9Q"
"USSEN/NM NMDP&HEINRICH LEVEL PLAYING FIELD","RL2_jeNkVLQ"
"USSEN/NM WILSON AIR FORCE ACADEMY","VZos36SgHL8"
"USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN","EJ5bcNCOL-w"
"USSEN/NM WILSON DEFENSE CUTS","SGA6V1u-17k"
"USSEN/NM WILSON DEMOCRATS","BY6igjxj0Fc"
"USSEN/NM WILSON EXTREMIST LEFT WING POLITICS","p62fBLbRUeg"
"USSEN/NM WILSON HONOR CODE","dsi8BhRFflE"
"USSEN/NM WILSON HOW I SEE IT","WSHRuQlD0qQ"
"USSEN/NM WILSON KNOWINGLY","mcNOhUkbYG4"
"USSEN/NM WILSON MAKING THINGS WORSE","WhhwvVaAClo"
"USSEN/NM WILSON OUR MOM","Vo14mTfFmhU"
"USSEN/NM WILSON SOCIAL SECURITY CARD","qj2eu9d0lZI"
"USSEN/NM WILSON STICK TO A BUDGET","WAo6OXtRXHM"
"USSEN/NM WILSON STILL WAITING","N_wQ4Qi2TSQ"
"USSEN/NM WILSON THE WASHINGTON DIRECTION","BdyYyMETGjA"
"USSEN/NM WILSON TRUST HER 15","NoMatch"
"USSEN/NM WILSON WALL STREET BONUSES","nHlgrCSedpE"
"USSEN/NV BERKLEY ANOTHER SCAM","NoMatch"
"USSEN/NV BERKLEY ATTACKS AGAINST ME","NoMatch"
"USSEN/NV BERKLEY CLINTON ENDORSEMENT","NoMatch"
"USSEN/NV BERKLEY EDUCATION CUTS","NoMatch"
"USSEN/NV BERKLEY LAW ENFORCEMENT ENDORSEMENTS","NoMatch"
"USSEN/NV BERKLEY MIDDLE CLASS OPPORTUNITIES","NoMatch"
"USSEN/NV BERKLEY NEVER BEEN FOR YOU","kOZ-AwWSc3Q"
"USSEN/NV BERKLEY NEVER BEEN FOR YOU 2","NoMatch"
"USSEN/NV BERKLEY PATRICK CLARY","NoMatch"
"USSEN/NV BERKLEY REAL STORY","NoMatch"
"USSEN/NV BERKLEY REALLY FOR YOU","NoMatch"
"USSEN/NV BERKLEY REALLY NOT FOR YOU","eQfK8x6qR4A"
"USSEN/NV BERKLEY STANLEY COPELAND 60","NoMatch"
"USSEN/NV BERKLEY STRENGTHENED MEDICARE","PXToogaNIio"
"USSEN/NV BERKLEY TWISTED AND NOT TRUE","JO5i4LAnESw"
"USSEN/NV BERKLEY UNEMPLOYMENT BENEFITS","NoMatch"
"USSEN/NV BERKLEY VETERAN MENTAL HEALTH 60","LwuftdKFIBQ"
"USSEN/NV DSCC&BERKLEY REALLY NOT FOR YOU","NoMatch"
"USSEN/NV HELLER BIPARTISANSHIP","NoMatch"
"USSEN/NV HELLER ENERGY TAX","NoMatch"
"USSEN/NV HELLER FACTS","NoMatch"
"USSEN/NV HELLER FORECLOSED HOMES","NoMatch"
"USSEN/NV HELLER FORECLOSED HOMES 2","NoMatch"
"USSEN/NV HELLER ITALY TRIP","NoMatch"
"USSEN/NV HELLER JOBS JOBS JOBS","NoMatch"
"USSEN/NV HELLER LIE OF THE YEAR","NoMatch"
"USSEN/NV HELLER MEDICARE CUTS","NoMatch"
"USSEN/NV HELLER MEDICARE CUTS 2","NoMatch"
"USSEN/NV HELLER MOST CORRUPT 2","NoMatch"
"USSEN/NV HELLER NATIONAL ENERGY TAX","NoMatch"
"USSEN/NV HELLER NONSENSE","NoMatch"
"USSEN/NV NRSC&HELLER CONSEQUENCES","NoMatch"
"USSEN/NV NRSC&HELLER SANDOVAL ENDORSEMENT","NoMatch"
"USSEN/NY GILLIBRAND 9-11 HEALTH BILL","Hs_zvj5H7Ns"
"USSEN/NY GILLIBRAND EXACT SAME RULES","3W3GiJatLg4"
"USSEN/NY GILLIBRAND MANUFACTURING PLANTS","4z_KA8VScos"
"USSEN/NY GILLIBRAND REBUILD OUR ECONOMY","U8iVTQRa3es"
"USSEN/NY GILLIBRAND WOMEN'S ISSUES","WMp6bIu4oHY"
"USSEN/NY NOREN INSIDER TRADING","NoChannel"
"USSEN/NY NOREN STUDENT LOANS","NoChannel"
"USSEN/OH BROWN&DSCC UNQUALIFIED CRONIES","NoMatch"
"USSEN/OH BROWN A REAL CHOICE","YCphesc_LLM"
"USSEN/OH BROWN ALL ABOUT THE NUMBERS","NoMatch"
"USSEN/OH BROWN BOTH FROM OHIO","uebRNfk5td4"
"USSEN/OH BROWN DISHONEST","NoMatch"
"USSEN/OH BROWN DISHONEST REV","NoMatch"
"USSEN/OH BROWN DISPATCH ENDORSEMENT","OwkSYQVgvZs"
"USSEN/OH BROWN DON'T BELIEVE THE ATTACKS","NoMatch"
"USSEN/OH BROWN ENQUIRER ENDORSEMENT","AmPcVYnCy30"
"USSEN/OH BROWN FAIR CHINA TRADE","1k9z7WwaJQY"
"USSEN/OH BROWN IF ONLY HE MEANT IT","NoMatch"
"USSEN/OH BROWN JOHN BETTS 60","RxZTZuVuVak"
"USSEN/OH BROWN JOHN GLENN ENDORSEMENT","GBlJvSqgVHo"
"USSEN/OH BROWN PAYDAY LOAN INDUSTRY","NoMatch"
"USSEN/OH BROWN TAX PROBLEM","NoMatch"
"USSEN/OH BROWN TIMOTHY POLLAUF","NoMatch"
"USSEN/OH MANDEL ABSENTEE SENATOR","M0SGsDB0Hfc"
"USSEN/OH MANDEL DEAD WRONG","goa5HYWQDBo"
"USSEN/OH MANDEL DEAD WRONG 15","NoMatch"
"USSEN/OH MANDEL DOLLARS AND CENTS","NoMatch"
"USSEN/OH MANDEL FALSE DECEIVING DISHONEST","LJBp5dAEMck"
"USSEN/OH MANDEL LYING","NoMatch"
"USSEN/OH MANDEL NOT PAYING HIS TAXES","BrjhDx8Ooxk"
"USSEN/OH MANDEL THE REAL MANDEL","LV65bydhoCU"
"USSEN/OH MANDEL TIME FOR A CHANGE","GNIfjJUZxFU"
"USSEN/OH MANDEL TIME FOR A CHANGE REV","NoMatch"
"USSEN/PA CASEY COMPLETELY FALSE","IcMb5M3-kSA"
"USSEN/PA CASEY CREDIT","vza-rXC3MuU"
"USSEN/PA CASEY DEFENSE CONTRACTORS","NoMatch"
"USSEN/PA CASEY DEFENSE CONTRACTORS 60","-HbCGg6dUmU"
"USSEN/PA CASEY EXTREMELY WRONG","NoMatch"
"USSEN/PA CASEY EXTREMELY WRONG 2","NoMatch"
"USSEN/PA CASEY EXTREMELY WRONG REV","NoMatch"
"USSEN/PA CASEY MILITARY STEEL","Vt2ZffE05cc"
"USSEN/PA CASEY ONE-SIDED TRADE DEALS","xatqfrylyCY"
"USSEN/PA CASEY SHOOT STRAIGHT","NoMatch"
"USSEN/PA CASEY TEA PARTY TOM","NoMatch"
"USSEN/PA CASEY WHEN I WAS A KID","SliqJpKqldA"
"USSEN/PA CASEY YOUR CUP OF TEA","NoMatch"
"USSEN/PA NRSC&SMITH RECORD OF FAILURE","PJ5R7CRXEz8"
"USSEN/PA SMITH FAILED CAREER POLITICIAN","yP4uHMHe3_M"
"USSEN/PA SMITH FED UP","s5hAzjyrBYY"
"USSEN/PA SMITH NOT TRUE","Lkq6he8oGRM"
"USSEN/PA SMITH PLAN","RN0Oy7wmFpI"
"USSEN/PA SMITH PROTECT SS AND MEDICARE","7jTednijVcs"
"USSEN/PA SMITH WAR ON COAL","gdmvY9bkxGc"
"USSEN/RI HINCKLEY HUDSON","NoMatch"
"USSEN/RI HINCKLEY HUNDREDS OF JOBS","vxS0DeazBW0"
"USSEN/RI HINCKLEY INSIDER TRADING","aX_EQYEyygE"
"USSEN/RI HINCKLEY MORE JOBS LESS POLITICS","GXnV13XyxRI"
"USSEN/RI HINCKLEY OUTSOURCED JOBS","NoMatch"
"USSEN/RI HINCKLEY WALL STREET BONUSES","NoMatch"
"USSEN/RI WHITEHOUSE BIG CHOICES","NoMatch"
"USSEN/RI WHITEHOUSE MEDICARE CUTS","G5OhiTWKvJc"
"USSEN/RI WHITEHOUSE NEVER STOPPED 60","kKEpfBZxJjE"
"USSEN/RI WHITEHOUSE OUTSOURCING","qvLEMPos3o4"
"USSEN/RI WHITEHOUSE PELL GRANTS","nDidx9Xxayo"
"USSEN/RI WHITEHOUSE SACRED PROMISE","NoMatch"
"USSEN/RI WHITEHOUSE SACRED PROMISE REV","9bBDTS6FGTo"
"USSEN/RI WHITEHOUSE SECRETIVE SUPERPAC","NoMatch"
"USSEN/RI WHITEHOUSE STORIES OF RI 60","TyEbCUGTnEw"
"USSEN/TX CRUZ LAND OF OPPORTUNITY","W9qUiCw4QNs"
"USSEN/TX CRUZ THE AMERICAN DREAM","e66tJxvInzE"
"USSEN/TX SADLER TEA PARTY SENATE SEAT","VBALvQ25xPE"
"USSEN/UT HATCH AT A CROSSROADS 60 REV","fs9noqfkXgo"
"USSEN/UT HATCH AT A CROSSROADS REV","NoMatch"
"USSEN/UT HATCH FINANCE COMMITTEE CHAIRMAN","NoMatch"
"USSEN/UT HATCH ROMNEY ENDORSEMENT 60 3","B-rDqJ57itg"
"USSEN/UT HATCH SERVICE SKILL EXPERIENCE 60 REV","NoMatch"
"USSEN/UT HATCH WARREN BITTER 60","NoMatch"
"USSEN/UT HOWELL DOWN TO BUSINESS","NoMatch"
"USSEN/UT HOWELL NEW LEADERSHIP","NoMatch"
"USSEN/UT HOWELL PARTY BEFORE PEOPLE","YIboHsM7iQE"
"USSEN/VA ALLEN AMERICA AT A CROSSROADS","L86yeztK4Bg"
"USSEN/VA ALLEN COAL QUOTES","jx7sPWWiaUY"
"USSEN/VA ALLEN COAL REGULATIONS","-de9Pr2k5-k"
"USSEN/VA ALLEN COAL REGULATIONS 2","NSfnzrGl1lg"
"USSEN/VA ALLEN COMEBACK","q0wVGh9oapc"
"USSEN/VA ALLEN DEATH BENEFITS","1cfc3VD2Y9c"
"USSEN/VA ALLEN DEFENSE CUTS","Th586XLig_o"
"USSEN/VA ALLEN DEVASTATING","KjtSjw5Ju7o"
"USSEN/VA ALLEN DIVISIONS IN WASHINGTON","Lk-BJjxvrak"
"USSEN/VA ALLEN KAY COLES JAMES","jD_CF_P6XbI"
"USSEN/VA ALLEN RHONDA WINFIELD 60","3xvFzq90Dd0"
"USSEN/VA DSCC&KAINE PATRIOTISM AND UNITY","ykGjZRPFSxc"
"USSEN/VA KAINE ACTIONS MATTER","NoMatch"
"USSEN/VA KAINE ALL ACROSS VIRGINIA","NoMatch"
"USSEN/VA KAINE ENERGY JOBS","NoMatch"
"USSEN/VA KAINE GREAT TEAM","NoMatch"
"USSEN/VA KAINE LEAD BY EXAMPLE","5s-2RuZ-OVM"
"USSEN/VA KAINE MIDDLE GROUND","NoMatch"
"USSEN/VA KAINE MORE PARTNERS FEWER PARTISANS","NoMatch"
"USSEN/VA KAINE MORE PARTNERSHIP","I8HH7lz0aOc"
"USSEN/VA KAINE PEABODY ENERGY","NoMatch"
"USSEN/VA KAINE RESTRICT CHOICES","NoMatch"
"USSEN/VA KAINE SHIFT","NoMatch"
"USSEN/VA KAINE THEIR RECORD IN THE PAST","NoMatch"
"USSEN/VT MACGOVERN BIG MONEY DONORS","NoChannel"
"USSEN/VT MACGOVERN LOUD TALK IS NOT LEADING","NoChannel"
"USSEN/WA BAUMGARTNER RUNAWAY SPENDING","NoChannel"
"USSEN/WA BAUMGARTNER STRUGGLING AT HOME","NoChannel"
"USSEN/WA CANTWELL AEROSPACE INDUSTRY REV","R8KV3mh9sp8"
"USSEN/WA CANTWELL KEYS TO SUCCESS","_xqGsow5paI"
"USSEN/WA CODAY CLEAR CONFIDENT CONSERVATIVE","NoChannel"
"USSEN/WI BALDWIN&DSCC TAX RETURNS","nvpAsrw0DYs"
"USSEN/WI BALDWIN ALWAYS STAND UP FOR YOU","R_O59V0FWvs"
"USSEN/WI BALDWIN BEHIND CLOSED DOORS","rLDSVvrdXmI"
"USSEN/WI BALDWIN BUFFETT RULE","NWQi40FVbho"
"USSEN/WI BALDWIN CLINTON ENDORSEMENT","-z_avpyd0j0"
"USSEN/WI BALDWIN COLLEGE AID","1goue4eiFmI"
"USSEN/WI BALDWIN DISGRACE","5bwR2e7eCZM"
"USSEN/WI BALDWIN FALSE ATTACKS","NoMatch"
"USSEN/WI BALDWIN LABEL ME","IOz20N91ni0"
"USSEN/WI BALDWIN NEWSPAPER ENDORSEMENTS","cakPpQu51s0"
"USSEN/WI BALDWIN NOT FOR YOU ANYMORE","1XeNgesMpA8"
"USSEN/WI BALDWIN NOT FOR YOU ANYMORE 2","7ihWIy1YiSg"
"USSEN/WI BALDWIN NOT FOR YOU ANYMORE 3","cTGFrUk1-k4"
"USSEN/WI BALDWIN OUTSOURCING","VRABUyZQngI"
"USSEN/WI BALDWIN SWEETHEART DEAL","gedxPcBeQr0"
"USSEN/WI BALDWIN TOMMY INC","K1OtwbGQR7s"
"USSEN/WI BALDWIN WHAT'S HAPPENED","xhZyrE3o4Ng"
"USSEN/WI THOMPSON 9-11 VICTIMS","NoChannel"
"USSEN/WI THOMPSON ACCOMPLISHED A LOT","NoChannel"
"USSEN/WI THOMPSON ACCOMPLISHED A LOT REV","NoChannel"
"USSEN/WI THOMPSON BRING AMERICA BACK","NoChannel"
"USSEN/WI THOMPSON CLEAR CONTRAST","NoChannel"
"USSEN/WI THOMPSON EXTREME AGENDA","NoChannel"
"USSEN/WI THOMPSON IMPORTANT CHOICE TO MAKE","NoChannel"
"USSEN/WI THOMPSON IN MY BLOOD","NoChannel"
"USSEN/WI THOMPSON LYING","NoChannel"
"USSEN/WI THOMPSON SHAMEFUL","NoChannel"
"USSEN/WI THOMPSON SUE ANN","NoChannel"
"USSEN/WI THOMPSON TOO EXTREME","NoChannel"
"USSEN/WI THOMPSON TOO EXTREME 2","NoChannel"
"USSEN/WI THOMPSON TOO EXTREME 3","NoChannel"
"USSEN/WI THOMPSON WHAT'S NEXT","NoChannel"
"USSEN/WV MANCHIN CAP AND TRADE BILL","yKYXr1P7h-g"
"USSEN/WV MANCHIN COUNTRY BEFORE POLITICS","1fFdgYls31o"
"USSEN/WV MANCHIN GREEDY","NoMatch"
"USSEN/WV MANCHIN HAIRCUT","PpTpz-9Ustw"
"USSEN/WV MANCHIN HONOR AND DIGNITY","v0B2vI_7AeQ"
"USSEN/WV MANCHIN OFF OUR BACKS","NoMatch"
"USSEN/WV MANCHIN PUT POLITICS ASIDE","NoMatch"
"USSEN/WV RAESE CAP AND TRADE BILL","IZiC88UI8lk"
"USSEN/WV RAESE GANG OF FOUR","JkE0dEIT8xA"
"USSEN/WV RAESE JANE","AUYY_H3NIus"
"USSEN/WV RAESE MOST IMPORTANT ELECTION","tieNWv0UaRk"
"GOV/DE MARKELL LOSING JOBS 60","wdWYz9dhNaw"
"GOV/DE MARKELL MODERNIZE STATE GOVERNMENT","NoMatch"
"GOV/DE MARKELL RACE TO THE TOP","7C1nQIdYfIU"
"GOV/IN GREGG INDIANA EXPERIENCE","-wY9qGcDZJk"
"GOV/IN GREGG PENCE WELCOMES TEA PARTY","wLzy-HiCGak"
"GOV/IN GREGG RAINY DAY FUND","Z4jSl1XEuWc"
"GOV/IN GREGG TWO KINDS OF PUBLIC SERVANTS","69wav8ewjPo"
"GOV/IN GREGG LOOK OUT FOR EACH OTHER","9uMT9YrEZiI"
"GOV/IN PENCE A LIFELONG HOOSIER 60","ERL-X_bDMSc"
"GOV/IN PENCE BEST PLACE IN AMERICA","GAzalM8bh9U"
"GOV/IN PENCE CHALLENGING TIMES","uOEpXtgPD7g"
"GOV/IN PENCE A LIFELONG HOOSIER","xomOUS4mO9U"
"GOV/IN GREGG BEAUTY SALON LADIES","GV1VdQjGgSg"
"GOV/IN GREGG FAST TALK","zLyVFbfsnbA"
